ITEMë²ˆí˜¸	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	LIMIT_TYPE0	LIMIT_VALUE0	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4
11865	Ãµ·ûÀÇ+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	48	0	0	64	0	9	0
11866	Ãµ·ûÀÇ+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	48	0	0	64	0	9	0
11867	Ãµ·ûÀÇ+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	48	0	0	64	0	9	0
11868	Ãµ·ûÀÇ+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	48	0	0	64	0	9	0
11869	Ãµ·ûÀÇ+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	48	0	0	64	0	9	0
11870	¾Æ¹¦ÀÇ+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	54	0	0	72	0	10	0
11871	¾Æ¹¦ÀÇ+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	54	0	0	72	0	10	0
11872	¾Æ¹¦ÀÇ+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	54	0	0	72	0	10	0
11873	¾Æ¹¦ÀÇ+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	54	0	0	72	0	10	0
11874	¾Æ¹¦ÀÇ+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	54	0	0	72	0	10	0
11875	¾Æ¹¦ÀÇ+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	54	0	0	72	0	10	0
11876	¾Æ¹¦ÀÇ+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	54	0	0	72	0	10	0
11877	¾Æ¹¦ÀÇ+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	54	0	0	72	0	10	0
11878	¾Æ¹¦ÀÇ+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	54	0	0	72	0	10	0
11879	¾Æ¹¦ÀÇ+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	54	0	0	72	0	10	0
11880	ºÀ½ÅÀÇ+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	61	0	0	81	0	11	0
11881	ºÀ½ÅÀÇ+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	61	0	0	81	0	11	0
11882	ºÀ½ÅÀÇ+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	61	0	0	81	0	11	0
11883	ºÀ½ÅÀÇ+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	61	0	0	81	0	11	0
11884	ºÀ½ÅÀÇ+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	61	0	0	81	0	11	0
11885	ºÀ½ÅÀÇ+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	61	0	0	81	0	11	0
11886	ºÀ½ÅÀÇ+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	61	0	0	81	0	11	0
11887	ºÀ½ÅÀÇ+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	61	0	0	81	0	11	0
11888	ºÀ½ÅÀÇ+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	61	0	0	81	0	11	0
11889	ºÀ½ÅÀÇ+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	61	0	0	81	0	11	0
11890	Robe noire+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	66	0	0	90	0	12	0
11891	Robe noire+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	66	0	0	90	0	12	0
11892	Robe noire+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	66	0	0	90	0	12	0
11893	Robe noire+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	67	0	0	90	0	12	0
11894	Robe noire+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	67	0	0	90	0	12	0
11895	Robe noire+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	68	0	0	90	0	12	0
11896	Robe noire+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	68	0	0	90	0	12	0
11897	Robe noire+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	69	0	0	90	0	12	0
11898	Robe noire+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	69	0	0	90	0	12	0
11899	Robe noire+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	70	0	0	90	0	12	0
11901	ÅÎ½Ãµµ	ITEM_ARMOR	ARMOR_BODY	2	ANTI_FEMALE	LEVEL	25	0	0	0	0	201	0
11902	ÅÎ½Ãµµ	ITEM_ARMOR	ARMOR_BODY	2	ANTI_FEMALE	LEVEL	25	0	0	0	0	201	0
11903	¿þµùµå·¹½º	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MALE	LEVEL	25	0	0	0	0	201	0
11904	¿þµùµå·¹½º	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MALE	LEVEL	25	0	0	0	0	201	0
11911	ÅÎ½Ãµµ	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_DROP | ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	25	0	0	81	0	201	0
11912	ÅÎ½Ãµµ	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_DROP | ANTI_MUDANG | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	25	0	0	81	0	201	0
11913	¿þµùµå·¹½º	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_DROP | ANTI_MUDANG | ANTI_SURA | ANTI_MUSA	LEVEL	25	0	0	81	0	201	0
11914	¿þµùµå·¹½º	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_DROP | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	25	0	0	81	0	201	0
11951	³ªÇÑ°©	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_DROP | ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	0	0	0	12	0	3	0
11952	Åº¸¶	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_DROP | ANTI_MUDANG | ANTI_SURA | ANTI_MUSA	LEVEL	0	0	0	12	0	3	0
11953	ÁøÈ¥°©	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_DROP | ANTI_MUDANG | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	0	0	0	12	0	3	0
11954	Ã»³¶ÀÇ	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_DROP | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	0	0	0	12	0	3	0
11971	È²»óÀü°©	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP | ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	50	0	0	350	0	24	0
11972	È²ÀÇ	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP | ANTI_MUDANG | ANTI_SURA | ANTI_MUSA	LEVEL	50	0	0	350	0	24	0
11973	ÁøÈ²»ó°©	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP | ANTI_MUDANG | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	50	0	0	350	0	24	0
11974	È²»óÀÇ	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	50	0	0	350	0	24	0
12000	ºñ·ÃÀÇ	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	5	0	0	24	0	14	0
12001	È£³¶ÀÇ	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	11	0	0	32	0	15	0
12002	»óºÀÀÇ	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	17	0	0	41	0	16	0
12003	Çý¾ÈÀÇ	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	25	0	0	50	0	17	0
12004	¼ö·ÃÀÇ	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	34	0	0	59	0	18	0
12005	ÇØ½ÅÀÇ	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	43	0	0	67	0	19	0
12006	ÀÎ·ûÀÇ	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	51	0	0	76	0	20	0
12007	°ï·ûÀÇ	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	62	0	0	84	0	21	0
12008	¿¬½ÅÀÇ	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	71	0	0	93	0	22	0
12009	Àû¼±ÀÇ	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	80	0	0	102	0	23	0
12010	Armure d'acier azure +0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	80	2	0	154	0	26	0
12011	Armure d'acier azure +1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	80	5	0	154	0	26	0
12012	Armure d'acier azure +2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	80	8	0	154	0	26	0
12013	Armure d'acier azure +3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	82	12	0	154	0	26	0
12014	Armure d'acier azure +4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	82	16	0	154	0	26	0
12015	Armure d'acier azure +5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	84	20	0	154	0	26	0
12016	Armure d'acier azure +6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	84	24	0	154	0	26	0
12017	Armure d'acier azure +7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	86	29	0	154	0	26	0
12018	Armure d'acier azure +8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	88	34	0	154	0	26	0
12019	Armure d'acier azure +9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	90	40	0	154	0	26	0
12020	Cost de dragon azure +0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_MUSA	LEVEL	80	2	0	154	0	26	0
12021	Cost de dragon azure +1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_MUSA	LEVEL	80	5	0	154	0	26	0
12022	Cost de dragon azure +2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_MUSA	LEVEL	80	8	0	154	0	26	0
12023	Cost de dragon azure +3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_MUSA	LEVEL	82	12	0	154	0	26	0
12024	Cost de dragon azure +4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_MUSA	LEVEL	82	16	0	154	0	26	0
12025	Cost de dragon azure +5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_MUSA	LEVEL	84	20	0	154	0	26	0
12026	Cost de dragon azure +6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_MUSA	LEVEL	84	24	0	154	0	26	0
12027	Cost de dragon azure +7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_MUSA	LEVEL	86	29	0	154	0	26	0
12028	Cost de dragon azure +8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_MUSA	LEVEL	88	34	0	154	0	26	0
12029	Cost de dragon azure +9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_MUSA	LEVEL	90	40	0	154	0	26	0
12030	Plaques auréolées +0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	80	2	0	154	0	26	0
12031	Plaques auréolées +1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	80	5	0	154	0	26	0
12032	Plaques auréolées +2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	80	8	0	154	0	26	0
12033	Plaques auréolées +3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	82	12	0	154	0	26	0
12034	Plaques auréolées +4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	82	16	0	154	0	26	0
12035	Plaques auréolées +5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	84	20	0	154	0	26	0
12036	Plaques auréolées +6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	84	24	0	154	0	26	0
12037	Plaques auréolées +7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	86	29	0	154	0	26	0
12038	Plaques auréolées +8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	88	34	0	154	0	26	0
12039	Plaques auréolées +9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_MUDANG | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	90	40	0	154	0	26	0
12040	Vetements draconiques +0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	80	2	0	154	0	26	0
12041	Vetements draconiques +1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	80	5	0	154	0	26	0
12042	Vetements draconiques +2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	80	8	0	154	0	26	0
12043	Vetements draconiques +3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	82	12	0	154	0	26	0
12044	Vetements draconiques +4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	82	16	0	154	0	26	0
12045	Vetements draconiques +5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	84	20	0	154	0	26	0
12046	Vetements draconiques +6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	84	24	0	154	0	26	0
12047	Vetements draconiques +7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	86	29	0	154	0	26	0
12048	Vetements draconiques +8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	88	34	0	154	0	26	0
12049	Vetements draconiques +9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_SELL | ANTI_SURA | ANTI_ASSASSIN | ANTI_MUSA	LEVEL	90	40	0	154	0	26	0
12200	¿ª»ç½Â+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	0	0	0	5	0	0	0
12201	¿ª»ç½Â+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	0	0	0	5	0	0	0
12202	¿ª»ç½Â+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	0	0	0	5	0	0	0
12203	¿ª»ç½Â+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	0	0	0	5	0	0	0
12204	¿ª»ç½Â+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	0	0	0	5	0	0	0
12205	¿ª»ç½Â+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	0	0	0	5	0	0	0
12206	¿ª»ç½Â+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	0	0	0	5	0	0	0
12207	¿ª»ç½Â+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	0	0	0	5	0	0	0
12208	¿ª»ç½Â+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	0	0	0	5	0	0	0
12209	¿ª»ç½Â+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	0	0	0	5	0	0	0
12220	Ã¶ÆíÅõ±¸+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	21	0	0	9	0	0	0
12221	Ã¶ÆíÅõ±¸+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	21	0	0	9	0	0	0
12222	Ã¶ÆíÅõ±¸+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	21	0	0	9	0	0	0
12223	Ã¶ÆíÅõ±¸+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	21	0	0	9	0	0	0
12224	Ã¶ÆíÅõ±¸+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	21	0	0	9	0	0	0
12225	Ã¶ÆíÅõ±¸+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	21	0	0	9	0	0	0
12226	Ã¶ÆíÅõ±¸+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	21	0	0	9	0	0	0
12227	Ã¶ÆíÅõ±¸+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	21	0	0	9	0	0	0
12228	Ã¶ÆíÅõ±¸+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	21	0	0	9	0	0	0
12229	Ã¶ÆíÅõ±¸+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	21	0	0	9	0	0	0
12240	±Í¸éÅõ±¸+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	41	0	0	13	0	0	0
12241	±Í¸éÅõ±¸+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	41	0	0	13	0	0	0
12242	±Í¸éÅõ±¸+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	41	0	0	13	0	0	0
12243	±Í¸éÅõ±¸+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	41	0	0	13	0	0	0
12244	±Í¸éÅõ±¸+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	41	0	0	13	0	0	0
12245	±Í¸éÅõ±¸+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	41	0	0	13	0	0	0
12246	±Í¸éÅõ±¸+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	41	0	0	13	0	0	0
12247	±Í¸éÅõ±¸+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	41	0	0	13	0	0	0
12248	±Í¸éÅõ±¸+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	41	0	0	13	0	0	0
12249	±Í¸éÅõ±¸+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	41	0	0	13	0	0	0
12260	¹«»ç60+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	60	0	0	13	0	0	0
12261	¹«»ç60+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	60	0	0	13	0	0	0
12262	¹«»ç60+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	60	0	0	13	0	0	0
12263	¹«»ç60+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	60	0	0	13	0	0	0
12264	¹«»ç60+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	60	0	0	13	0	0	0
12265	¹«»ç60+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	60	0	0	13	0	0	0
12266	¹«»ç60+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	60	0	0	13	0	0	0
12267	¹«»ç60+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	60	0	0	13	0	0	0
12268	¹«»ç60+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_SELL | ANTI_MUDANG | ANTI_SURA | ANTI_ASSASSIN	LEVEL	60	0	0	13	0	0	0
